Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,
Cambodia,KHM,AS,603000000,840000000,992000000,1020000000,1101000000,1336000000,1519000000,2084000000,2463000000,2660000000,2953000000,3137000000,3212000000,3639000000,4362000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1963-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
St. Kitts and Nevis,KNA,NA,103000000,121000000,132000000,125000000,110000000,83000000,90000000,94000000,95000000,101000000,343000000,317000000,332000000,352000000,366000000,,
"Korea, Rep.",KOR,AS,6065000000,5798000000,5717000000,6103000000,9735000000,9773000000,10263000000,12362000000,13273000000,14392000000,17460000000,14798000000,16886000000,13368000000,18567000000,,
Kuwait,KWT,AS,178000000,165000000,205000000,223000000,257000000,355000000,289000000,320000000,426000000,297000000,369000000,500000000,600000000,313000000,458000000,,
Lao PDR,LAO,AS,119000000,139000000,158000000,189000000,276000000,268000000,382000000,406000000,451000000,596000000,642000000,724000000,716000000,648000000,811000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Lebanon,LBN,AS,5411000000,5532000000,4981000000,5216000000,5819000000,6774000000,7861000000,6545000000,6836000000,6492000000,6523000000,6857000000,7044000000,7610000000,8400000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1984-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
St. Lucia,LCA,NA,326000000,382000000,294000000,302000000,311000000,296000000,309000000,321000000,337000000,354000000,778000000,810000000,776000000,875000000,963000000,,
Sri Lanka,LKA,AS,513000000,429000000,410000000,385000000,342000000,350000000,576000000,830000000,1039000000,1715000000,2431000000,2981000000,3518000000,3925000000,4381000000,,
Lesotho,LSO,AF,26000000,27000000,29000000,31000000,30000000,30000000,23000000,24000000,22000000,17000000,16000000,34000000,48000000,23000000,24000000,Fiscal year end: March 31, reporting period for national accounts data: CY.
Lithuania,LTU,EU,776000000,920000000,1038000000,1154000000,1248000000,972000000,958000000,1321000000,1317000000,1374000000,1383000000,1153000000,1210000000,1325000000,1504000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",
Luxembourg,LUX,EU,3617000000,3521000000,3510000000,3978000000,4471000000,4159000000,4145000000,4861000000,4901000000,5036000000,5363000000,5603000000,5140000000,5086000000,5176000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",
Latvia,LVA,EU,267000000,341000000,480000000,671000000,801000000,724000000,639000000,771000000,744000000,865000000,953000000,895000000,899000000,951000000,1057000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",
"Macao SAR, China",MAC,AS,7206000000,6924000000,8176000000,10870000000,13400000000,14879000000,22276000000,30595000000,36085000000,43223000000,42847000000,31101000000,30632000000,36080000000,40876000000,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.",
Morocco,MAR,AF,3922000000,4610000000,5984000000,7181000000,7221000000,6626000000,6702000000,7321000000,6697000000,6851000000,7384000000,6260000000,6557000000,7494000000,7774000000,,
Moldova,MDA,EU,91000000,103000000,117000000,171000000,216000000,173000000,163000000,186000000,198000000,230000000,234000000,219000000,256000000,323000000,381000000,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",
Madagascar,MDG,AF,157000000,209000000,235000000,271000000,350000000,257000000,309000000,478000000,560000000,574000000,668000000,621000000,750000000,671000000,697000000,,
Maldives,MDV,AS,471000000,826000000,1235000000,1515000000,1559000000,1473000000,1713000000,1940000000,1958000000,2335000000,2696000000,2569000000,2506000000,2744000000,3028000000,,
Mexico,MEX,NA,10796000000,11803000000,12177000000,12919000000,13370000000,11513000000,11992000000,11869000000,12739000000,13949000000,16208000000,17734000000,19650000000,21336000000,22526000000,,
North Macedonia,MKD,EU,72000000,89000000,129000000,186000000,228000000,218000000,197000000,240000000,234000000,267000000,295000000,265000000,280000000,327000000,382000000,,
Mali,MLI,AF,140000000,148000000,175000000,221000000,275000000,192000000,205000000,210000000,142000000,178000000,212000000,186000000,201000000,206000000,227000000,,
Malta,MLT,EU,767000000,755000000,767000000,965000000,1082000000,899000000,1066000000,1276000000,1260000000,1402000000,1521000000,1381000000,1451000000,1747000000,1849000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. National accounts data source from 1995 to 2015 is Eurostat; prior to 1995 is UN.",
Myanmar,MMR,AS,84000000,67000000,46000000,85000000,68000000,56000000,72000000,325000000,539000000,959000000,1613000000,2120000000,2197000000,1969000000,1652000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: September 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).  

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2014. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Mongolia,MNG,AS,185000000,177000000,225000000,307000000,247000000,235000000,244000000,156000000,177000000,197000000,215000000,246000000,316000000,396000000,461000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Mozambique,MOZ,AF,95000000,130000000,140000000,163000000,190000000,196000000,108000000,138000000,189000000,199000000,207000000,193000000,108000000,151000000,242000000,,
Mauritius,MUS,AF,856000000,871000000,1005000000,1304000000,1454000000,1120000000,1285000000,1484000000,1480000000,1322000000,1447000000,1433000000,1571000000,1748000000,1891000000,,
Malawi,MWI,AF,62000000,29000000,26000000,29000000,31000000,33000000,31000000,31000000,31000000,29000000,32000000,35000000,26000000,31000000,49000000,,
Malaysia,MYS,AS,8203000000,8846000000,10427000000,14050000000,15293000000,15798000000,18152000000,19649000000,20251000000,21500000000,22600000000,17666000000,18085000000,18385000000,19608000000,,
Namibia,NAM,AF,405000000,348000000,382000000,433000000,383000000,395000000,320000000,264000000,293000000,244000000,452000000,465000000,224000000,341000000,380000000,Fiscal year end: March 31, reporting period for national accounts data: CY.
Niger,NER,AF,31000000,43000000,36000000,41000000,79000000,66000000,105000000,51000000,50000000,58000000,90000000,74000000,77000000,83000000,98000000,,
Nigeria,NGA,AF,21000000,54000000,184000000,213000000,569000000,602000000,569000000,623000000,555000000,538000000,543000000,404000000,1070000000,2549000000,1962000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1970-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Nicaragua,NIC,NA,192000000,206000000,249000000,277000000,303000000,336000000,314000000,391000000,421000000,417000000,446000000,528000000,642000000,841000000,544000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Netherlands,NLD,EU,10308000000,8770000000,9273000000,11313000000,12874000000,12063000000,11653000000,12897000000,12295000000,13733000000,14684000000,13171000000,14263599609375,161172001953125,17772199218.75,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",
Norway,NOR,EU,2980000000,3494000000,3791000000,4503000000,4853000000,4199000000,4692000000,5329000000,5436000000,5627000000,5579000000,4864000000,5226000000,5601000000,5928000000,,
Nepal,NPL,AS,230000000,131000000,128000000,200000000,335000000,413000000,344000000,383000000,351000000,436000000,487000000,483000000,446000000,629000000,644000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: July 14). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",
New Zealand,NZL,OC,5098000000,6486000000,6148000000,7190000000,6961000000,5979000000,6523000000,7295000000,7142000000,7434000000,8582000000,9464000000,9773000000,10594000000,10961000000,Fiscal year end: March 31, reporting period for national accounts data: CY.
Oman,OMN,AS,411000000,429000000,544000000,648000000,796000000,689000000,783000000,995000000,1096000000,1295000000,1375000000,1540000000,1617000000,1747000000,1758000000,,
Pakistan,PAK,AS,179000000,182000000,255000000,276000000,316000000,272000000,305000000,373000000,339000000,288000000,282000000,317000000,322000000,352000000,390000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",
Panama,PAN,NA,651000000,780000000,960000000,1185000000,1408000000,1484000000,1745000000,2519000000,3064000000,3533000000,3729000000,3948000000,4234000000,4422000000,4617000000,,
Peru,PER,SA,1142000000,1308000000,1570000000,1723000000,1991000000,2014000000,2008000000,2262000000,2443000000,3000000000,3077000000,3309000000,3486000000,3576000000,3557000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Philippines,PHL,AS,2017000000,2287000000,3542000000,4961000000,2563000000,2370000000,2645000000,3198000000,4061000000,4690000000,5030000000,5272000000,5143000000,6988000000,8240000000,,
Papua New Guinea,PNG,OC,580000019073486,359999990463257,390000009536743,419999980926514,209999990463257,209999990463257,229999995231628,490000009536743,240000009536743,359999990463257,270000004768372,170000004768372,800000011920929,196000003814697,346000003814697,,
Poland,POL,EU,5855000000,6304000000,7270000000,10641000000,11826000000,9056000000,9414000000,10554000000,10801000000,11154000000,11614000000,10283000000,10847000000,12614000000,13862000000,,
Portugal,PRT,EU,7678000000,7674000000,8420000000,10173000000,10985000000,9701000000,10004000000,11384000000,10997000000,12149000000,13651000000,12875000000,14217000000,17751000000,20057000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",
Paraguay,PRY,SA,70000000,78000000,92000000,102000000,109000000,205000000,217000000,241000000,265000000,273000000,288000000,318000000,326000000,369000000,363000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1982-1988. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors. Kindly note that GDP per capita and GNI per capita reported are calculated from the UN WPP data which likely creates discrepancy with the official per capita figures, calculated from the latest population census results.",
West Bank and Gaza,PSE,AS,84000000,52000000,25000000,99000000,146000000,193000000,409000000,615000000,469000000,510000000,412000000,308000000,234000000,241000000,301000000,National accounts data are provided in the US dollar.,
French Polynesia,PYF,OC,523000000,530000000,463000000,537000000,522000000,440000000,405000000,457000000,435000000,458000000,510000000,466000000,488000000,511000000,642000000,,
Qatar,QAT,AS,498000000,760000000,874000000,,,,,1170000000,2857000000,3456000000,4591000000,5035000000,5411000000,5971000000,5565000000,,
Romania,ROU,EU,503000000,1051000000,1307000000,1610000000,1992000000,1230000000,1136000000,1419000000,1466000000,1849000000,1987000000,1841000000,2032000000,3079000000,3388000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1987-1992. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Russian Federation,RUS,EU,5530000000,5870000000,7628000000,9447000000,11842000000,9366000000,8830000000,11328000000,10759000000,11988000000,11759000000,8420000000,7787000000,8945000000,11591000000,,
Rwanda,RWA,AF,44000000,49000000,132000000,152000000,186000000,174000000,202000000,252000000,282000000,294000000,304000000,338000000,363000000,381000000,392000000,,
Saudi Arabia,SAU,AS,6486000000,4626000000,4769000000,5971000000,5910000000,5995000000,6712000000,8459000000,7432000000,7651000000,8238000000,10130000000,11096000000,12056000000,13790000000,,
Sudan,SDN,AF,21000000,114000000,194000000,390000000,255000000,231000000,82000000,179000000,772000000,773000000,967000000,949000000,1009000000,1029000000,1043000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2018-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Senegal,SEN,AF,211000000,242000000,250000000,531000000,545000000,464000000,453000000,469000000,407000000,439000000,424000000,369000000,390000000,420000000,496000000,,
Singapore,SGP,AS,5327000000,6209000000,7536000000,9066000000,10615000000,9225000000,14178000000,17929000000,18795000000,19231000000,19161000000,16617000000,18943000000,19890000000,20422000000,Fiscal year end: March 31, reporting period for national accounts data: CY.
Solomon Islands,SLB,OC,3500000,160000002384186,211000003814697,226000003814697,27500000,334000015258789,43500000,572999992370605,540999984741211,605999984741211,56000000,51000000,59000000,67000000,81000000,,
Sierra Leone,SLE,AF,58000000,64000000,23000000,22000000,34000000,25000000,26000000,44000000,47000000,66000000,35000000,37000000,41000000,39000000,39000000,,
El Salvador,SLV,NA,453000000,361000000,382000000,482000000,425000000,319000000,390000000,415000000,558000000,621000000,821000000,817000000,829000000,873000000,1014000000,,
Sao Tome and Principe,STP,AF,769999980926514,730000019073486,669999980926514,5000000,769999980926514,830000019073486,111000003814697,158999996185303,15000000,306000003814697,56000000,620999984741211,688000030517578,659000015258789,719000015258789,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),
Suriname,SUR,SA,17000000,45000000,95000000,67000000,77000000,64000000,61000000,61000000,71000000,84000000,95000000,88000000,65000000,46000000,56000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Slovak Republic,SVK,EU,905000000,1210000000,1521000000,2026000000,2681000000,2343000000,2227000000,2432000000,2295000000,2653000000,2600000000,2430000000,2751000000,2937000000,3193000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",
Slovenia,SVN,EU,1624000000,1795000000,1961000000,2282000000,2697000000,2602000000,2627000000,2850000000,2626000000,2778000000,2843000000,2399000000,2517500000,2869000000,318110009765625,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",
Sweden,SWE,EU,6198000000,6554000000,8375000000,10216000000,9996000000,7807000000,8336000000,10209000000,10104000000,9166000000,9231000000,8374000000,9129000000,10019000000,9973000000,Fiscal year end: June 30, reporting period for national accounts data: CY.
Eswatini,SWZ,AF,75000000,77000000,75000000,32000000,26000000,40000000,51000000,10000000,29000000,4000000,15000000,14000000,13000000,13000000,16000000,Fiscal year end: March 31, reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.
Sint Maarten (Dutch part),SXM,NA,626000000,659000000,651000000,662000000,663000000,616000000,674000000,719000000,842000000,857000000,906000000,898000000,857000000,630000000,453000000,,
Seychelles,SYC,AF,172000000,192000000,228000000,326000000,309000000,257000000,274000000,291000000,388000000,430000000,398000000,392000000,414000000,483000000,559000000,,
Togo,TGO,AF,19000000,20000000,21000000,34000000,40000000,68000000,66000000,98000000,111000000,125000000,125000000,114000000,119000000,138000000,153000000,,
Thailand,THA,AS,10043000000,9576000000,13401000000,16669000000,18173000000,16056000000,20104000000,27184000000,30654000000,37807000000,34822000000,41246000000,44786000000,52376000000,56366000000,Fiscal year end: September 30, reporting period for national accounts data: CY.
Tajikistan,TJK,AS,120000004768372,160000002384186,209999990463257,329999995231628,419999980926514,240000009536743,2500000,110000002384186,160000002384186,129999995231628,120000004768372,1000000,359999990463257,759999990463257,889999961853027,,
Tonga,TON,OC,128000001907349,148999996185303,156999998092651,143999996185303,17500000,178999996185303,162000007629395,313999996185303,382000007629395,444000015258789,36000000,432999992370605,512999992370605,482000007629395,48000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",
Trinidad and Tobago,TTO,NA,341000000,453000000,382000000,463000000,397000000,367000000,450000000,472000000,413000000,430000000,447000000,531000000,464000000,453000000,429000000,,
Tunisia,TUN,AF,1970000000,2143000000,2275000000,2575000000,2953000000,2773000000,2645000000,1914000000,2227000000,2191000000,2359000000,1381000000,1236000000,1305000000,1741000000,,
Turkiye,TUR,AS,15888000000,19191000000,17457000000,19430000000,23365000000,22980000000,22585000000,25054000000,25345000000,27997000000,29552000000,26616000000,18743000000,22478000000,25220000000,,
Tuvalu,TUV,OC,129999995231628,120000004768372,120000004768372,1500000,189999997615814,1500000,240000009536743,240000009536743,270000004768372,359999990463257,3500000,5000000,4500000,559999990463257,580000019073486,,
Tanzania,TZA,AF,746000000,824000000,950000000,1199000000,1289000000,1160000000,1255000000,1353000000,1713000000,1880000000,2010000000,1902000000,2132000000,2250000000,2449000000,,
Uganda,UGA,AF,267000000,380000000,346000000,398000000,498000000,667000000,784000000,960000000,1135000000,939000000,965000000,1037000000,1102000000,941000000,1506000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY). In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1960-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Ukraine,UKR,EU,2560000000,3125000000,3485000000,4597000000,5768000000,3576000000,3788000000,4294000000,4842000000,5083000000,1612000000,1082000000,1078000000,1261000000,1445000000,,
Uruguay,URY,SA,494000000,594000000,598000000,809000000,1051000000,1321000000,1509000000,2203000000,2523000000,2388000000,2229000000,2249000000,2285000000,2823000000,2620000000,General Government final consumption expenditure includes Non-Profit Institutions Serving Households final concumption expenditure,
United States,USA,NA,85648000000,93423000000,96149000000,106919000000,117029000000,110754000000,130315000000,142197000000,153921000000,170981000000,180264000000,192602000000,192866000000,196468000000,200722000000,,
St. Vincent and the Grenadines,VCT,NA,96000000,104000000,113000000,110000000,96000000,88000000,86000000,92000000,94000000,92000000,175000000,207000000,216000000,210000000,226000000,,
Vanuatu,VUT,OC,75000000,85000000,92000000,119000000,169000000,190000000,217000000,223000000,241000000,287000000,257000000,228000000,243000000,265000000,295000000,,
Samoa,WSM,OC,69000000,73000000,87000000,102000000,111000000,115000000,123000000,134000000,148000000,136000000,147000000,142000000,148000000,166000000,192000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",
South Africa,ZAF,AF,6513000000,7516000000,8120000000,8779000000,7956000000,7624000000,9085000000,9515000000,9996000000,9245000000,9338000000,8259000000,7919000000,8817000000,8989000000,Fiscal year end: March 31, reporting period for national accounts data: CY.
Zambia,ZMB,AF,92000000,447000000,506000000,599000000,542000000,474000000,492000000,555000000,518000000,552000000,642000000,660000000,683000000,653000000,742000000,"National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha.",
